710.751	1772.74	1715.28	790.571	713.291	1360.28	648.327	1089.13	1479.56	1816.97	849.306	835.198	1160.39	335.1	1652.1	2114.25	1500.92	2308.68	1429.29	1397.57	664.691	1666.4	819.004	1502.5	2136.63	1980.46	885.154	768.698	2489.66	1857.19	
710.751	1772.74	1715.28	790.571	713.291	1249.4	648.327	1089.13	1479.56	1210.45	849.306	835.198	1160.39	335.1	602.755	1932.75	1466.79	2308.68	1429.29	1042.42	664.691	1666.4	819.004	1502.5	1135.47	1980.46	885.154	768.698	1975.35	1805.95	
710.751	1772.74	1446.44	790.571	713.291	1249.4	648.327	801.427	1479.56	1210.45	849.306	835.198	1107.03	335.1	602.755	1932.75	1466.79	2308.68	1429.29	1042.42	664.691	1342.25	808.442	1472.22	1135.47	1970.98	885.004	598.844	1975.35	1805.95	
585.352	1772.74	1241.32	790.571	634.029	1219.6	618.255	801.427	1479.56	1210.45	849.306	835.198	1095.68	335.1	602.755	1517.12	1359.07	2263.6	1429.29	781.713	664.691	1034.23	748.889	745.029	1052.65	1970.98	729.911	598.844	1972.96	1262.05	
564.173	664.586	1138.12	790.571	634.029	1015.82	618.255	509.156	1294.24	839.755	437.027	835.198	977.701	283.397	602.755	1303.74	1346.79	1776.58	1416.4	609.151	661.48	855.398	748.889	739.21	1021.73	1684.44	613.183	598.844	1972.96	357.471	
493.275	628.546	867.024	765.305	634.029	489.626	618.255	242.175	449.09	805.386	433.113	675.44	884.657	283.397	602.755	1302.18	1025.06	1308.72	817.716	576.38	661.48	717.428	473.767	700.004	771.749	1627.02	591.481	399.922	1119.96	322.438	
493.275	598.618	686.969	682.648	442.645	220.637	547.344	194.698	306.347	471.225	424.751	265.64	366.113	197.638	252.62	929.936	795.282	884.529	726.17	278.851	526.867	434.885	445.862	408.968	543.457	1335.58	552.033	399.922	743.458	216.818	
257.178	386.697	507.681	273.149	385.489	164.323	208.966	185.837	158.321	421.435	404.126	153.094	255.173	117.005	211.025	405.361	521.538	574.845	520.337	126.209	306.564	189.603	289.363	328.246	325.313	674.187	474.899	364.964	432.259	100.898	
161.754	126.252	303.954	244.421	131.386	119.952	56.5147	163.201	120.783	197.224	207.927	150.472	137.025	102.488	153.172	175.109	115.37	369.037	223.656	103.377	101.832	156.317	174.606	227.27	207.934	245.862	324.304	178.22	313.923	94.878	
56.5947	58.9374	88.5776	45.9565	82.0831	25.8901	32.8802	132.444	94.9776	90.6086	110.081	83.5155	87.1121	79.055	94.915	101.528	77.3436	139.623	81.6033	54.9341	86.3475	72.3714	72.2553	124.04	134.585	77.1371	132.24	98.5112	130.047	79.2222	
16.6046	37.8353	42.9219	37.7067	26.5981	4.10285	9.26181	18.5278	58.7799	31.8669	27.189	21.7477	64.2528	44.5511	41.303	51.0995	24.4449	62.647	57.0668	33.9075	59.5062	30.1512	31.6008	50.1899	63.8637	16.7967	37.437	68.4111	48.1261	43.141	
3.46446	7.7255	4.61893	13.8015	11.9727	2.64539	7.35895	5.10334	6.80837	10.9016	3.26768	16.0103	6.63954	11.9705	12.1209	5.71069	6.5346	7.18334	12.1451	13.2966	13.0144	6.7958	6.15256	9.57841	9.25561	8.02246	13.1535	12.3097	13.0689	7.84648	
0.981847	0.633429	2.2612	1.77794	2.10534	1.03056	1.43102	1.41173	0.901229	1.03776	1.12908	2.3525	0.595003	2.31344	1.32974	0.802792	1.81962	1.73815	3.34945	2.68587	1.79113	1.37607	0.7769	0.626038	1.43246	2.06095	2.09605	0.936392	2.13453	1.7837	
0.374536	0.0892931	0.113787	0.0982732	0.071825	0.0302926	0.109683	0.155858	0.086474	0.13497	0.170966	0.151474	0.299892	0.212012	0.16714	0.0835203	0.155684	0.141685	0.721213	0.208005	0.504007	0.129997	0.036959	0.122034	0.0993747	0.218597	0.208723	0.330865	0.422916	0.189945	
0.00817854	0.000995	0.00208533	0.00153299	0.00259701	0.000276809	0.00377149	0.00489725	0.00106341	0.00019779	0.00146492	0.00396727	0.00605657	0.00216243	0.00136526	0.000582095	0.00535064	0.000725466	0.00469344	0.00135233	0.00170677	0.00216013	0.000882943	0.0014597	0.00117318	0.000385009	0.00170865	0.00199676	0.000328809	0.001651	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
