564.336	552.509	576.213	658.781	589.755	460.66	545.116	640.476	523.58	568.026	751.599	527.689	490.81	598.721	519.205	495.121	479.92	540.228	559.304	618.737	463.798	775.371	546.338	574.08	684.563	538.584	454.413	686.994	927.582	580.076	
564.336	552.509	576.213	658.781	556.858	460.66	545.116	411.851	523.58	568.026	647.324	527.689	449.961	598.721	519.205	442.819	479.92	540.228	559.304	618.737	463.798	581.791	546.338	539.24	684.563	536.713	454.413	686.994	635.309	521.545	
564.336	552.509	576.213	643.042	556.858	458.142	420.847	411.851	501.303	568.026	647.324	526.861	449.961	598.721	519.205	442.819	479.92	519.532	526.969	579.851	459.362	581.791	546.338	539.24	682.693	536.713	452.302	686.994	635.309	521.545	
497.044	552.509	576.039	643.042	556.858	458.142	420.847	400.784	501.303	424.142	514.247	526.861	449.606	569.353	498.883	442.819	479.92	501.638	509.294	579.851	448.356	551.471	440.888	539.24	657.974	513.225	452.302	457.596	498.969	487.904	
497.044	552.509	561.229	502.522	434.673	458.142	420.847	400.784	486.069	424.142	514.247	500.961	449.606	506.828	498.883	442.819	479.306	477.674	509.294	570.164	447.99	546.096	440.888	526.357	657.974	513.225	452.302	452.109	495.31	437.234	
462.299	485.572	514.743	448.709	430.692	457.519	416.261	400.784	481.894	424.142	455.759	455.121	413.37	495.423	498.883	410.331	442.676	476.834	466.885	480.678	447.99	356.933	427.679	522.493	465.068	445.128	438.526	441.312	493.733	437.234	
443.066	446.445	443.735	445.74	423.33	401.126	412.564	399.04	439.977	420.499	453.624	415.38	413.37	449.089	447.004	401.38	437.011	431.39	399.504	450.933	442.893	356.405	424.904	438.518	464.744	421.335	423.057	438.404	427.606	430.719	
290.911	412.686	438.415	421.429	375.987	369.156	332.783	389.692	371.235	396.342	368.396	330.622	400.918	413.463	382.871	369.532	391.695	368.697	333.225	347.241	439.845	316.084	374.291	419.321	443.385	380.088	397.866	402.284	390.593	429.122	
287.604	376.587	371.748	391.735	339.902	328.035	307.288	372.396	330.801	308.538	321.153	328.217	370.431	375.907	331.806	343.433	364.547	344.043	330.774	342.376	405.361	302.043	360.164	340.328	393.58	369.307	387.077	322.01	343.695	344.794	
281.558	312.903	324.962	314.245	323.924	290.252	278.439	297.533	320.049	304.36	318.712	323.983	302.891	353.629	296.494	297.057	316.046	293.144	303.262	330.411	310.676	299.705	304.57	322.817	287.077	298.038	294.557	288.581	262.125	312.908	
260.456	265.138	260.242	252.733	268.456	279.382	261.326	276.913	272.114	280.002	253.799	275.106	251.878	290.074	261.013	252.775	276.438	271.394	292.246	269.674	264.67	285.519	249.051	209.822	253.929	257.833	285.851	272.083	255.783	272.315	
246.519	250.426	243.908	240.571	246.7	241.273	246.979	251.758	246.533	250.094	235.016	250.813	242.456	247.345	239.293	248.069	250.044	251.019	255.105	241.759	247.468	244.096	242.102	172.105	248.827	241.416	247.428	239.529	248.003	247.119	
235.387	239.268	234.7	235.959	234.971	236.042	239.143	236.781	236.03	240.814	233.824	238.014	236.633	241.633	233.527	239.507	236.309	238.329	237.592	234.91	231.87	236.665	232.866	159.842	233.161	236.179	238.42	235.07	237.735	236.628	
230.551	233.735	234.027	232.841	234.021	234.004	236.341	201.005	231.655	232.741	232.763	231.381	231.429	235.541	231.509	231.488	232.749	235.349	234.383	231.23	231.127	231.72	231.889	157.896	232.547	233.279	234.51	232.605	234.53	233.571	
229.286	229.293	229.286	229.286	229.286	229.287	229.289	189.206	229.285	229.286	229.285	229.286	229.285	229.286	229.286	229.285	229.286	229.286	229.286	229.285	229.286	229.287	229.285	114.149	229.293	229.287	229.322	229.285	229.286	229.287	
229.284	229.284	229.284	229.284	229.284	229.284	229.284	0	229.284	229.284	229.284	229.284	229.284	229.284	229.284	229.284	229.284	229.284	229.284	229.284	229.284	229.284	229.284	0	229.284	229.284	229.284	229.284	229.284	229.284	
